Offer_ID,Deskripsi,Harga,Storage_Millions,Has_Premium,Date_Sold
65959674,"⚡AUTO DELIVERY 26LVL 14.9 million warehouse💸 costume for the character and skin ""decree""🔥, Arena Breakout Mobile, Sale",14.28,,False,2026-06-12
67234161,"Account for start 100 m, Arena Breakout Mobile, Sale",71.42,100.0,False,2026-06-12
62223629,"Top account stash 100kk🥵🤯, Arena Breakout Mobile, Sale",128.55,100.0,False,2026-06-12
70755154,"Fat acc knife sky claw mk shards, dm r prism, ar57 raven skin maxim, Arena Breakout Mobile, Sale",49.99,,True,2026-06-12
70360822,"Special forces with 1s ,336kk, personal donation old account, Arena Breakout Mobile, Sale",785.57,336.0,False,2026-06-12
70161567,"I will sell acc in br, Arena Breakout Mobile, Sale",10.71,,False,2026-06-12
70682501,"[MOBILE]Level 30/100M（100kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",57.13,100.0,False,2026-06-12
70113026,"A 30lvl account with 1.4kk of base takeout, Arena Breakout Mobile, Sale",7.14,1.4,False,2026-06-12
70026861,"Dhhsshbdnndndnddndnsnsnd, Arena Breakout Mobile, Sale",28.57,,False,2026-06-12
69868608,"🔥Storage value: 930k+ 🔥2 golden weapons, Arena Breakout Mobile, Sale",938.42,,False,2026-06-12
68408229,"Account level 30, 20 million storage, Arena Breakout Mobile, Sale",11.43,,False,2026-06-12
68725878,"The sale of a twink, Arena Breakout Mobile, Sale",114.26,,False,2026-06-12
68725630,"I'm selling since I'm leaving, Arena Breakout Mobile, Sale",85.7,,False,2026-06-12
69880798,"I'm selling a good account for a beginner, Arena Breakout Mobile, Sale",7.14,,False,2026-06-12
63800174,"🌲 102.1 bank 🌲 64.9m Cash 🌲 30 level 🌲 automatic withdrawal 🌲, Arena Breakout Mobile, Sale",87.44,64.9,False,2026-06-12
62066122,"🌲 66m bank 🌲 36.6м Cash 🌲 30 level 🌲 automatic withdrawal 🌲, Arena Breakout Mobile, Sale",56.52,66.0,False,2026-06-12
67718330,"30 lvl, 7,6kk cache , 5,5kk cash, a few skins, Arena Breakout Mobile, Sale",7.14,7.6,False,2026-06-12
67369317,"SV 13.1m, Cash 11.5m, level 25, Arena Breakout Mobile, Sale",4.28,13.1,False,2026-06-12
68388893,"Level 30 Arena Breakout Mobile Account(s) with 111M In-Game, Arena Breakout Mobile, Sale",52.85,111.0,False,2026-06-12
68279427,"Level 33 Arena Breakout Mobile Account(s) with 30M In-Game Currency (NOT CHINESE), Arena Breakout Mobile, Sale",10.14,30.0,False,2026-06-12
68099784,"Level 30 Arena Breakout Mobile Account(s) with 50M In-Game, Arena Breakout Mobile, Sale",16.0,50.0,False,2026-06-12
65123186,"✳️Account with a knife and gloves✳️, Arena Breakout Mobile, Sale",57.13,,True,2026-06-12
55667282,"30 lvl, 700k balance, Arena Breakout Mobile, Sale",99.98,,False,2026-06-12
50560450,"[MOBILE]Level 30/20M（20kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",5.71,20.0,False,2026-06-12
66919649,"[Arena Breakout] ✨ Warehouse - 11 kk | Coins - 7 kk | Level - 26 | TOP OFFER, Arena Breakout Mobile, Sale",3.31,11.0,False,2026-06-13
69594538,"🟢 10.000.000 cash 💰 30 level 🎖 Full self-binding 🔒 || 🚀 Mobile version, Arena Breakout Mobile, Sale",4.76,10.0,False,2026-06-13
70201674,"🔥ACCOUNT WITH SKINS AND KNIVES🔥FULL STUFFING / AT THE LOWEST PRICE, HURRY UP, Arena Breakout Mobile, Sale",413.4,,True,2026-06-13
49812364,"Sell account, Arena Breakout Mobile, Sale",413.41,,False,2026-06-13
68775889,"Selling a Game Account (check description), Arena Breakout Mobile, Sale",99.22,,False,2026-06-13
66010268,"📀Clean account, 70kk💵in cash, no strings attached📀, Arena Breakout Mobile, Sale",82.68,70.0,False,2026-06-13
65983103,"🔴20KK Storage🔴 4 Donate Knives🗡️🎁Weapon Skins🎁, Arena Breakout Mobile, Sale",165.37,20.0,True,2026-06-13
69348078,"Level 30 |  | 11 M Stash Value | 🔥Instant Delivery🔥, Arena Breakout Mobile, Sale",6.61,11.0,False,2026-06-13
70770965,"butterfly knife and two any knifes, Arena Breakout Mobile, Sale",41.34,,True,2026-06-13
70670530,"💥6 gold skins, 3 paid knives, many weapon skins, and a 6th-level donation.💥, Arena Breakout Mobile, Sale",419.96,,True,2026-06-13
70558162,"Almost 7 prestige level (111190/120000) 7 knives, many gold, 2 ultra-rare, and a disc, Arena Breakout Mobile, Sale",992.19,,True,2026-06-13
70683070,"Account for sale with lots of golden skins, MK-14 Glacier, and many other rare items., Arena Breakout Mobile, Sale",66.15,,False,2026-06-13
70604053,"💥TOP ACC TOTAL STOCK 8,6KK 💸30LVL+FULL ACCESS TO MAIL+AUTO-DELIVERY💥THE PRICE IS NEGOTIABLE, Arena Breakout Mobile, Sale",4.96,8.6,False,2026-06-13
70552938,"Top account, 50 million. Knight Sid, knife Happy rabbit., Arena Breakout Mobile, Sale",529.17,,True,2026-06-13
70418093,"Account Sale, Arena Breakout Mobile, Sale",49.61,,False,2026-06-13
69225287,"​🔥 TOP-TWINK Arena Breakout | 5.5 MILLION RESERVES | 1 HOUR OF GAME | SUPER-STATS 🔥, Arena Breakout Mobile, Sale",3.14,,False,2026-06-13
70683078,"[MOBILE]Level 30/60M（60kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",22.32,60.0,False,2026-06-13
69303310,"The account includes 4 knives and a 38M warehouse inventory., Arena Breakout Mobile, Sale",128.55,38.0,True,2026-06-13
68970209,"A fat account is being sold, Arena Breakout Mobile, Sale",248.05,,False,2026-06-13
62483526,"I've had this account since T7 skin, Arena Breakout Mobile, Sale",328.52,,False,2026-06-13
68492633,"Not a bad account to start with (automatic issuance), Arena Breakout Mobile, Sale",34.73,,False,2026-06-13
67900151,"Selling a connection account with loss of interest in the game, Arena Breakout Mobile, Sale",132.29,,False,2026-06-13
43727562,"I will sell an account with donaton skins, Arena Breakout Mobile, Sale",545.71,,False,2026-06-13
61179424,"Mobile 30Lvl 10Million (10kk) Microsoft Outlook, Arena Breakout Mobile, Sale",16.54,10.0,False,2026-06-13
34518118,"Auto delivery❤️Juicy account for a comfortable start, 💰Cost of stock: 25M, 💲Cash: 25M, Arena Breakout Mobile, Sale",33.07,25.0,False,2026-06-13
70742987,"Arena Breakout | 25.8M Value | 11x T7 Thermals | Legend Rank | AN-94 ""Bandit"" Skin, Arena Breakout Mobile, Sale",14.06,25.8,False,2026-06-13
69831336,"​Arena Breakout | 100M Storage | 80M CASH 🔥 | 6x T7 Thermal 👁️ | AND A LOT OF TOP LOOT, Arena Breakout Mobile, Sale",132.29,100.0,False,2026-06-13
69496723,"Sell ak ab, Arena Breakout Mobile, Sale",33.07,,False,2026-06-13
66170936,"A good account for playing comfortably, Arena Breakout Mobile, Sale",3.8,,False,2026-06-13
70153640,"Account sale 30lvl, master 5,3.7 lakhs all, 600k on hand, Arena Breakout Mobile, Sale",2.89,,False,2026-06-13
70152896,"Account sale 30lvl, ac 3.5.5 lakhs all, 500k on hand, Arena Breakout Mobile, Sale",3.47,,False,2026-06-13
68220084,"Newbie account 🍎 1.4k cash, 3.7k warehouse, Arena Breakout Mobile, Sale",1.32,,False,2026-06-13
67171649,"An account with a good balance and a karambit knife, Arena Breakout Mobile, Sale",62.01,,True,2026-06-13
66981270,"sskvsshusksbsvJfkdhsvsjsskvsshosmsvsusksbsv, Arena Breakout Mobile, Sale",41.34,,False,2026-06-13
70353887,"💲💲40,000,000 cash 💎 / 30 LVL ✔️ / Full self-binding | |📱 Mobile version, Arena Breakout Mobile, Sale",16.78,40.0,False,2026-06-13
67650010,"Level 30 |  |24 M Stash Value | 🔥Instant Delivery🔥, Arena Breakout Mobile, Sale",11.58,24.0,False,2026-06-13
70106044,"🎁 To start 🎁 🟩 Level 30 🟩 🌈 Stocks 7.4kk 🌈 💦 Cash 5.4kk 💦🔥 + Skins 🔥 ✅ AUTO DELIVERY ✅, Arena Breakout Mobile, Sale",5.79,7.4,False,2026-06-13
70354358,"30 lvl 13.8kk cash +3 skins per character + two ps purchased. The video is in the description., Arena Breakout Mobile, Sale",5.79,13.8,False,2026-06-13
37467784,"⚡ 50M+ Storage Value | 32M Cash+ 1 SD | Full Access + Email | Instant Auto-Delivery ⚡, Arena Breakout Mobile, Sale",34.99,50.0,False,2026-06-13
70321841,"💥TOP ACC 10KK🟨SKINS🟪+FULL ACCESS TO MAIL+AUTO-DELIVERY, Arena Breakout Mobile, Sale",2.81,10.0,False,2026-06-13
65963134,"💥TOP ACC 10.8KK🟨SKINS🟪+FULL ACCESS TO MAIL+AUTO-DELIVERY, Arena Breakout Mobile, Sale",2.81,10.8,False,2026-06-13
65365114,"💥TOP ACCOUNT 10KK, LOTS OF + FULL ACCESS TO MAIL💥, Arena Breakout Mobile, Sale",2.81,10.0,False,2026-06-13
70616849,"Account from season 7, Ajax blade knife, a lot of skins, Arena Breakout Mobile, Sale",49.61,,True,2026-06-13
68186069,"🔥Account from Season 4🔥 30LVL | Stash 40KK | ATV DELIVERY | FULL ACCESS | Details in the description, Arena Breakout Mobile, Sale",24.8,40.0,False,2026-06-13
69936169,"Account boost, Arena Breakout Mobile, Sale",3.7,,False,2026-06-13
59737576,"Account with a warehouse of 255kk, Arena Breakout Mobile, Sale",617.02,255.0,False,2026-06-13
66410529,"⚡AUTO ISSUANCE 12LVL 3.7 million warehouse💸 safe 2x2 for 3 days🔥, Arena Breakout Mobile, Sale",2.48,,False,2026-06-13
68371265,"🥷🏻🥷🏻Euro teplak account STORAGE 107KK, there are about 60 t7, + many good skins for meta guns🥷🏻🥷🏻, Arena Breakout Mobile, Sale",82.68,107.0,False,2026-06-13
70755367,"Sell, Arena Breakout Mobile, Sale",330.73,,False,2026-06-13
70733698,"do you want to come to my party and, Arena Breakout Mobile, Sale",49.61,,False,2026-06-13
69998935,"I am selling my account good and buy pass in the game, Arena Breakout Mobile, Sale",3.97,,False,2026-06-13
68258428,"jdjd jfjsk fjjsjsksn fjdjkdkd usisjfj, Arena Breakout Mobile, Sale",132.29,,False,2026-06-13
70650531,"Akk 30kk gmail pochta na vas vse, Arena Breakout Mobile, Sale",330.73,30.0,False,2026-06-13
70497790,"Henares ndndnd demand dndndnd nenddd bend me dndn, Arena Breakout Mobile, Sale",24.8,,False,2026-06-13
63677377,"25LVL✨11kk cash💰12.1kk stocks🏢name change card📜Speed kits,keys+Gmail mail,bargain is appropriate💰🔨, Arena Breakout Mobile, Sale",18.48,11.0,False,2026-06-13
63653143,"27LVL✨10.1kk cash💰11.4kk stocks🏢name change card📜Speed kits,keys+Gmail mail,bargain is appropriate💰🔨, Arena Breakout Mobile, Sale",17.22,10.1,False,2026-06-13
63444318,"23LVL✨7kk cash💰7.6kk stocks🏢name change card📜Speed kits,keys+Gmail mail,bargain is appropriate💰🔨, Arena Breakout Mobile, Sale",12.32,7.0,False,2026-06-13
59207231,"22LVL✨4.2kk cash💰4.7kk stocks🏢name change card📜speed kits,keys+Gmail mail,bargaining is appropriate💰, Arena Breakout Mobile, Sale",8.19,4.2,False,2026-06-13
58214170,"24LVL✨8.6kk cash💰9.4kk stocks🏢name change card📜Speed kits,keys+Gmail mail,bargain is appropriate💰🔨, Arena Breakout Mobile, Sale",14.28,8.6,False,2026-06-13
57915919,"27LVL✨12kk cash💰12.9kk stocks🏢name change card📜speed kits,keys+Gmail,bargaining is appropriate💰🔨, Arena Breakout Mobile, Sale",20.02,12.0,False,2026-06-13
57812463,"23LVL✨5kk cash💰5.6kk stocks🏢name change card📜Speed kits,keys+Gmail mail,bargain is appropriate💰🔨, Arena Breakout Mobile, Sale",9.18,5.0,False,2026-06-13
70169561,"🌏A juicy account for beginners, 14.8 million in stock, 7.7 million in cash Lvl 30 🌏, Arena Breakout Mobile, Sale",31.42,,False,2026-06-13
70469343,"Knife sku kogit 20 sklad 10 balik, Arena Breakout Mobile, Sale",66.15,,True,2026-06-13
69343850,"PERSONAL OLD ACC STORAGE 306KK, Arena Breakout Mobile, Sale",385.52,306.0,False,2026-06-13
70611773,"Great account for the money 🤑🤑🤑, Arena Breakout Mobile, Sale",4.96,,False,2026-06-13
68540516,"Selling my personal account, Arena Breakout Mobile, Sale",826.83,,False,2026-06-13
68564603,"[MOBILE]Level 30/50M（50kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",17.58,50.0,False,2026-06-13
68279427,"Level 33 Arena Breakout Mobile Account(s) with 30M In-Game Currency (NOT CHINESE), Arena Breakout Mobile, Sale",11.74,30.0,False,2026-06-13
68099784,"Level 30 Arena Breakout Mobile Account(s) with 50M In-Game, Arena Breakout Mobile, Sale",18.52,50.0,False,2026-06-13
66245227,"rare knife rare suit, Arena Breakout Mobile, Sale",33.07,,True,2026-06-13
64988497,"Wechat account 666, Arena Breakout Mobile, Sale",6.61,,False,2026-06-13
27962945,"An account with a balance of 200 million, 180 million in cash., Arena Breakout Mobile, Sale",496.1,,False,2026-06-13
70702864,"🎁 🎁 To start 🟩 🟩 30 level 🌈 Reserves of 7.4 KK 🌈 💦 Cash 5,4 KK 💦🔥 + Skins 🔥 ✅ AUTO RESULTS ✅, Arena Breakout Mobile, Sale",4.13,7.4,False,2026-06-14
69449571,"Top acc with mk14 glacier with a total warehouse value of 42kk, cash - 26kk, Arena Breakout Mobile, Sale",74.41,42.0,False,2026-06-14
68811109,"Good account total cost: 335 million. Cost: 200 million., Arena Breakout Mobile, Sale",248.05,,False,2026-06-14
64387855,"A good account at a low price with donation guns.The cost of the warehouse is 60m.Cash-51m., Arena Breakout Mobile, Sale",49.61,60.0,False,2026-06-14
65305698,"A delicious account with donations and expensive storage at a reasonable price., Arena Breakout Mobile, Sale",246.81,,False,2026-06-14
69431090,"8 knives , 5 suits, 10k cache , 16К raids , acc for the base, Arena Breakout Mobile, Sale",330.73,,True,2026-06-14
67836818,"! Personal account! 125kk warehouse, Don account, 7 gold skins for guns, Arena Breakout Mobile, Sale",128.51,125.0,False,2026-06-14
70597606,"✨PERSONAL ACCOUNT✨ FROM SEASON 2, 🤩THERE ARE SKINS🤩 30MLLON SCH 1.7 CASH. SCREENS👇👇, Arena Breakout Mobile, Sale",24.68,,False,2026-06-14
69676837,"🟢 50.000.000 cash 💰 30 level 🎖 Full self-binding 🔒 || 🚀 Mobile version, Arena Breakout Mobile, Sale",18.9,50.0,False,2026-06-14
69603421,"🛑🛑🛑 Account for beginners (level 20 6kk Cohns + full access) 🛑🛑🛑, Arena Breakout Mobile, Sale",4.13,6.0,False,2026-06-14
70604053,"💥TOP ACC TOTAL STOCK 8,6KK 💸30LVL+FULL ACCESS TO MAIL+AUTO-DELIVERY💥THE PRICE IS NEGOTIABLE, Arena Breakout Mobile, Sale",4.96,8.6,False,2026-06-14
60185604,"🌟🌟🌟FOUR LEGENDARY SKINS AND SUITS🌟🌟🌟🔴Gmail🔴💥SKINS💥💲30.2+ kk💲🔥30 LVL🔥FULL ACCESS🔥AUTO RECEIPT🔥, Arena Breakout Mobile, Sale",67.18,,False,2026-06-14
52965409,"🌟🌟🌟MACHETE AND UNIFORM🌟🌟🌟🔴Gmail🔴🌟SKINS🌟💲52.4+ kk💲🔥FULL ACCESS🔥30 LVL🔥AUTO-RECEIPT🔥, Arena Breakout Mobile, Sale",112.95,,False,2026-06-14
35141575,"🌟🌟🌟CAPITAL SHOVEL, MACHETE AND SUITS🌟🌟🌟💥SKINS💥💲80.6+ kk💲🔥30 LVL🔥FULL ACCESS🔥AUTO-DISTRIBUTION🔥, Arena Breakout Mobile, Sale",181.97,,False,2026-06-14
70436591,"Cash 650k warehouse 5kk 30 lvl, Arena Breakout Mobile, Sale",3.47,5.0,False,2026-06-14
70446210,"Selling an account in arena breakout mobile, Arena Breakout Mobile, Sale",1.65,,False,2026-06-14
70358667,"Selling account 15.9kk warehouse, Arena Breakout Mobile, Sale",14.72,15.9,False,2026-06-14
70827653,"🟩 Level 30 🟩 🌈 Stocks 7.4kk 🌈 💦 Cash 5.4kk 💦🔥 + Skins 🔥 ✅ AUTO DELIVERY ✅, Arena Breakout Mobile, Sale",10.75,7.4,False,2026-06-14
68725878,"The sale of a twink, Arena Breakout Mobile, Sale",132.29,,False,2026-06-14
68725630,"I'm selling since I'm leaving, Arena Breakout Mobile, Sale",99.22,,False,2026-06-14
50560450,"[MOBILE]Level 30/20M（20kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",6.61,20.0,False,2026-06-14
49236144,"[MOBILE]Level 30/10M（10kk）+korn coins/Full Access/auto sell/dont wait/lv30/lv30 lvl30(name card), Arena Breakout Mobile, Sale",4.63,10.0,False,2026-06-14
35121073,"Good account ✅️ AUTO-issue ✅️ Level 25 ✅️ Mail ✅️ Thermal imager ✅️ Arena Breakout Mobile 🎮, Arena Breakout Mobile, Sale",43.0,,False,2026-06-14
36898215,"190🍋,mk14 skinx 161 t7,t7 account, Arena Breakout Mobile, Sale",165.37,,False,2026-06-14
69836360,"rush selling, Arena Breakout Mobile, Sale",37.02,,False,2026-06-14
69836310,"selling my acc rush I need money broT.T, Arena Breakout Mobile, Sale",37.02,,False,2026-06-14
69053654,"dm me for more info has bastet skin, Arena Breakout Mobile, Sale",37.02,,False,2026-06-14
38733058,"Personal account, Arena Breakout Mobile, Sale",165.37,,False,2026-06-14
70680049,"⚡(Mobile version) Level 30 / (20kk) Warehouse /Mail +, Arena Breakout Mobile, Sale",14.06,20.0,False,2026-06-14
70643421,"There are three knives on the account, from season 7, and a lot of skins for guns and armor., Arena Breakout Mobile, Sale",66.15,,True,2026-06-14
56453849,"Personal account with closed beta season 1, 💰Stock value: 10.2M, 💲Cash: 7.3M, Arena Breakout Mobile, Sale",4.64,10.2,False,2026-06-14
45762341,"🔥WAREHOUSE 21M,🔥 CASH 16.6M, 🔥LVL 30. HEAT WITHOUT A LABELSAFE DEPOSIT BOX 2*2 RECEIPT DESCRIPTION🔥, Arena Breakout Mobile, Sale",13.23,21.0,False,2026-06-14
68336668,"💰 Total inventory 30.4 million, 27 million in cash  🎨 VSS ""Silver squire"", Arena Breakout Mobile, Sale",19.0,,False,2026-06-14
70584352,"There are a lot of good purple and legendary skins, please contact me for details., Arena Breakout Mobile, Sale",6.61,,False,2026-06-14
70760868,"great account an expensive account warehouse 86.6million cash 66 million safe deposit box 1x, Arena Breakout Mobile, Sale",60.84,,False,2026-06-14
68571499,"Personal account, 140 kk, see the description, skins, and videos on yt with reviews, Arena Breakout Mobile, Sale",123.1,140.0,False,2026-06-14
62633430,"☯️LvL 30☯️ 💷Warehouse 10M💷 💯Auto pickup💯, Arena Breakout Mobile, Sale",16.54,10.0,False,2026-06-14
69029168,"Sell your personal account💎Cash 107kk💵4 knives🗡️5 suits💚✨, Arena Breakout Mobile, Sale",256.32,107.0,True,2026-06-14
69676837,"🟢 50.000.000 cash 💰 30 level 🎖 Full self-binding 🔒 || 🚀 Mobile version, Arena Breakout Mobile, Sale",18.9,50.0,False,2026-06-14
70504078,"Juicy Arena Breakout account ❤️50kk warehouse, Arena Breakout Mobile, Sale",66.15,50.0,False,2026-06-14
32139230,"🧡 It is given by mail💌 77 kk warehouse🧡read the description🖤 1 Knife ""Shark Bite""🗡️, Arena Breakout Mobile, Sale",132.29,77.0,True,2026-06-14
68350406,"Cool Cool Cool Cool Cool Akk Arena Breadout, Arena Breakout Mobile, Sale",33.07,,False,2026-06-14
70552938,"Top account, 50 million. Knight Sid, knife Happy rabbit., Arena Breakout Mobile, Sale",529.17,,True,2026-06-14
70360822,"Special forces with 1s ,336kk, personal donation old account, Arena Breakout Mobile, Sale",909.51,336.0,False,2026-06-14
56896901,"Top account legendary costumes, Arena Breakout Mobile, Sale",281.12,,False,2026-06-14
69859527,"Una cuenta con un alijo de 4,8 kcal, Arena Breakout Mobile, Sale",10.75,,False,2026-06-14
69277466,"2 knife, sklad good, account for teplack, Arena Breakout Mobile, Sale",107.49,,True,2026-06-14
69158143,"I'm selling my personal account, Arena Breakout Mobile, Sale",281.12,,False,2026-06-14
63800174,"🌲 102.1 bank 🌲 64.9m Cash 🌲 30 level 🌲 automatic withdrawal 🌲, Arena Breakout Mobile, Sale",101.19,64.9,False,2026-06-14
62066122,"🌲 66m bank 🌲 36.6м Cash 🌲 30 level 🌲 automatic withdrawal 🌲, Arena Breakout Mobile, Sale",65.4,66.0,False,2026-06-14
67171649,"An account with a good balance and a karambit knife, Arena Breakout Mobile, Sale",62.01,,True,2026-06-14
67458230,"[MOBILE]Level 30/40M（40kk）+korn coins/auto sell/dont wait, Arena Breakout Mobile, Sale",13.39,40.0,False,2026-06-14
65589082,"One out of 10 accounts with sv more than 1 billion with cash value of 920mil., Arena Breakout Mobile, Sale",1902.0,,False,2026-06-14
61179424,"Mobile 30Lvl 10Million (10kk) Microsoft Outlook, Arena Breakout Mobile, Sale",16.54,10.0,False,2026-06-14
